"hash","ubid","grid","lat","lon","area","height","height_source","height_predict","fp","fp_source","state","county"
"ODU0NFZRQ0orOi0xODIzOTMyNzcy","8544VQCJ+G3-1-1-0-1","8544VQCJ+","32.87132","-117.219871","394.19183627659345","6.07","model","6.07","POLYGON((-117.2199933 32.8712542,-117.2198507 32.8712534,-117.2198506 32.871264,-117.2197198 32.8712633,-117.2197188 32.8714014,-117.2198583 32.8714022,-117.2198584 32.8713917,-117.2199923 32.8713924,-117.2199933 32.8712542))","osm","California","06073"
"ODU0NFZRQ0orOjg5ODc5MTkyMg","8544VQCJ+6C-1-1-0-0","8544VQCJ+","32.870615","-117.218905","298.6367172570638","5.74","model","5.74","POLYGON((-117.2189842 32.8706721,-117.2189803 32.8705246,-117.2187858 32.8705282,-117.2187897 32.8706756,-117.2189842 32.8706721))","osm","California","06073"
"ODU0NFZRQ0orOjU3Mjk0OTQzOA","8544VQCJ+P6-2-3-1-2","8544VQCJ+","32.871817","-117.219383","701.8281630481898","7.23","model","7.23","POLYGON((-117.2196323 32.8719615,-117.2195797 32.8719615,-117.2195797 32.8719048,-117.2196255 32.8719048,-117.2196255 32.8718328,-117.2195647 32.8718328,-117.2195647 32.8717655,-117.2195728 32.8717652,-117.2195715 32.8717176,-117.2195154 32.8717176,-117.2195154 32.8717261,-117.2194813 32.8717261,-117.2194813 32.871718,-117.2194079 32.8717176,-117.2194079 32.8717252,-117.2193724 32.8717252,-117.2193724 32.8717167,-117.2193015 32.8717167,-117.2193015 32.8717252,-117.2192684 32.8717252,-117.2192684 32.8717176,-117.2192328 32.8717176,-117.2192328 32.8717042,-117.2191491 32.8717042,-117.2191491 32.8717186,-117.2190908 32.8717186,-117.2190908 32.8717483,-117.219101 32.8717483,-117.219101 32.8717781,-117.2190908 32.8717781,-117.2190908 32.871806,-117.2191503 32.871806,-117.2191503 32.8717954,-117.2191629 32.8717954,-117.2191629 32.8717801,-117.2192202 32.8717801,-117.2192202 32.8717925,-117.2192534 32.8717925,-117.2192534 32.8718281,-117.2194183 32.8718281,-117.2194183 32.8718151,-117.2194183 32.8717907,-117.219488 32.8717907,-117.219488 32.8718645,-117.2195018 32.8718645,-117.2195018 32.8718944,-117.2194904 32.8718944,-117.2194904 32.8719539,-117.2195007 32.8719539,-117.2195007 32.8719846,-117.2194904 32.8719846,-117.2194904 32.8720124,-117.2195499 32.8720124,-117.2195499 32.8720268,-117.2196323 32.8720268,-117.2196323 32.8719615))","osm","California","06073"
"ODU0NFZRQ0orOi0xMTE2MDIwMzc2","8544VQCJ+RC-1-1-1-1","8544VQCJ+","32.872065","-117.218921","442.53312249316025","6.56","model","6.56","POLYGON((-117.2191148 32.8720287,-117.2191135 32.8719505,-117.219077 32.8719505,-117.219077 32.8719584,-117.2190433 32.8719584,-117.2190433 32.8719495,-117.2190096 32.8719495,-117.2190096 32.871937,-117.218934 32.871937,-117.218934 32.8719291,-117.2188677 32.8719291,-117.2188677 32.8719801,-117.2188766 32.8719801,-117.2188766 32.8720092,-117.2188668 32.8720092,-117.2188668 32.8720384,-117.2187941 32.8720384,-117.2187941 32.8721096,-117.2187658 32.8721096,-117.2187658 32.8721767,-117.218782 32.8721767,-117.218782 32.8722282,-117.2188184 32.8722282,-117.2188184 32.8722174,-117.218849 32.8722174,-117.218849 32.8722269,-117.2188874 32.8722269,-117.2188874 32.8721773,-117.2188766 32.8721772,-117.2188767 32.8721651,-117.218857 32.872165,-117.2188573 32.8721281,-117.2189272 32.8721285,-117.2189275 32.8720995,-117.2189169 32.8720994,-117.2189171 32.8720715,-117.2189268 32.8720702,-117.2189245 32.8720275,-117.2189421 32.8720275,-117.2189421 32.8720117,-117.2189973 32.8720118,-117.2189973 32.8720231,-117.2190299 32.8720231,-117.2190299 32.8720287,-117.2191148 32.8720287))","osm","California","06073"
"ODU0NFZRQ0orOi0xNTM0NzUzNDQ4","8544VQCJ+42-1-1-0-0","8544VQCJ+","32.870318","-117.2199","94.23687370879381","4.38","model","4.38","POLYGON((-117.2199292 32.8702604,-117.2198624 32.8702596,-117.2198622 32.8702708,-117.21986 32.870395,-117.2199268 32.8703959,-117.2199271 32.8703823,-117.2199292 32.8702604))","osm","California","06073"
"ODU0NFZRQ0orOi04NjE2OTgxMjM","8544VQCJ+55-1-1-0-1","8544VQCJ+","32.870488","-117.219593","282.8359645875074","5.73","model","5.73","POLYGON((-117.2196964 32.8704728,-117.2196937 32.8703984,-117.2196132 32.8704052,-117.2196159 32.8704277,-117.2195408 32.87043,-117.2195381 32.870466,-117.2194872 32.8704705,-117.2194845 32.8705944,-117.2195596 32.8705944,-117.219573 32.8705696,-117.2196213 32.8705561,-117.2196964 32.8704728))","osm","California","06073"
"ODU0NFZRQ0orOjExODIwOTM0Mzk","8544VQCJ+2X-3-4-4-4","8544VQCJ+","32.870009","-117.21753","6538.747995784564","9.31","model","9.31","POLYGON((-117.21802 32.870481,-117.2180146 32.8697736,-117.2173011 32.8697781,-117.217285 32.8695348,-117.2170168 32.8695303,-117.2170544 32.8704855,-117.21802 32.870481),(-117.2177812 32.8702903,-117.217336 32.8702903,-117.2173413 32.8699974,-117.2177758 32.8699974,-117.2177812 32.8702903))","osm","California","06073"
"ODU0NFZRQ0orOjQ5ODIyODI2","8544VQCJ+2G-2-1-1-1","8544VQCJ+","32.870085","-117.218683","537.2017799382554","7.23","model","7.23","POLYGON((-117.2187871 32.8699524,-117.2186289 32.8699681,-117.2186235 32.8700064,-117.2185779 32.8702159,-117.2185564 32.8702858,-117.2187174 32.870288,-117.2187818 32.8700109,-117.2187871 32.8699524))","osm","California","06073"
"ODU0NFZRQ0orOjUyODcwNTgyMw","8544VQCJ+42-1-0-1-0","8544VQCJ+","32.870305","-117.219967","94.42751119356836","4.38","model","4.38","POLYGON((-117.2199965 32.8702477,-117.2199295 32.8702469,-117.2199292 32.8702604,-117.2199271 32.8703823,-117.219994 32.8703832,-117.2199943 32.8703653,-117.2199965 32.8702477))","osm","California","06073"
"ODU0NFZRQ0orOi0xODQ1ODM5MjAw","8544VQCJ+VV-3-4-2-2","8544VQCJ+","32.872178","-117.217798","2713.512796359892","9.31","model","9.31","POLYGON((-117.218114 32.8720083,-117.2180765 32.8719355,-117.2178733 32.8719383,-117.2178294 32.8719704,-117.2177927 32.8720145,-117.2177681 32.8720035,-117.2177347 32.8719989,-117.2177164 32.872035,-117.2177011 32.8720243,-117.217358 32.8720983,-117.2173598 32.8722663,-117.2173649 32.8725557,-117.217518 32.8725722,-117.2176485 32.8725696,-117.2176396 32.872215,-117.2176778 32.8721851,-117.2176917 32.8721785,-117.2177157 32.872175,-117.2177319 32.8721924,-117.2177308 32.8722173,-117.217767 32.8722161,-117.2177717 32.8721884,-117.2177883 32.8721866,-117.2177994 32.8722088,-117.2178155 32.8722253,-117.2178965 32.8722374,-117.2179822 32.8722413,-117.2180023 32.8722663,-117.2180755 32.8722654,-117.2180769 32.8722449,-117.2181031 32.8722393,-117.2181078 32.8721803,-117.218114 32.8720083))","osm","California","06073"
"ODU0NFZRQ0orOi0xNTMwNTMyNzU0","8544VQCJ+6G-1-1-0-1","8544VQCJ+","32.870625","-117.218665","300.55031530268485","5.74","model","5.74","POLYGON((-117.2187522 32.8705696,-117.218535 32.8705741,-117.218535 32.8707048,-117.2187522 32.8707048,-117.2187522 32.8705696))","osm","California","06073"
"ODU0NFZRQ00rOjE5MTkwMTQwNTg","8544VQCM+8V-3-2-4-3","8544VQCM+","32.870844","-117.215343","3061.29555596596","9.31","model","9.31","POLYGON((-117.215683 32.8710191,-117.2154255 32.870911,-117.2153396 32.8706857,-117.2154684 32.8704604,-117.2151948 32.8703388,-117.2150231 32.8706767,-117.2150124 32.8707668,-117.2151465 32.8710507,-117.2152162 32.8711092,-117.2155757 32.8712444,-117.215683 32.8710191))","osm","California","06073"
"ODU0NFZRQ00rOi04MDU3MjIzNjQ","8544VQCM+F9-4-3-4-3","8544VQCM+","32.871159","-117.216546","5127.491877263568","9.31","model","9.31","POLYGON((-117.2169042 32.8706657,-117.216357 32.8706567,-117.216357 32.870891,-117.2166628 32.870891,-117.2166467 32.8710938,-117.2162175 32.8710893,-117.2162229 32.87131,-117.2166467 32.8713055,-117.2166467 32.8715308,-117.2163087 32.8715263,-117.2163141 32.87172,-117.2169042 32.8717155,-117.2169042 32.8706657))","osm","California","06073"
"ODU0NFZRQ00rOi0xMjA5NjMzNDc","8544VQCM+4Q-1-1-2-1","8544VQCM+","32.870266","-117.215519","361.5353253520989","6.07","model","6.07","POLYGON((-117.215417 32.870333,-117.215543 32.870386,-117.215673 32.870165,-117.215547 32.870112,-117.215417 32.870333))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRQ00rOi01NjY4OTI0NzQ","8544VQCM+X7-3-2-2-2","8544VQCM+","32.872469","-117.216831","1842.5975504251285","9.31","model","9.31","POLYGON((-117.2170116 32.8723748,-117.2170104 32.872268,-117.2169832 32.8722205,-117.2169531 32.8722067,-117.2169098 32.8722014,-117.2167999 32.8722051,-117.2167979 32.8723231,-117.2165782 32.8723276,-117.216578 32.8726114,-117.2165721 32.8726845,-117.2165791 32.8727126,-117.2166262 32.8727572,-117.2167961 32.8727643,-117.2168018 32.8726827,-117.2169084 32.8726819,-117.2169071 32.8725667,-117.2169737 32.872569,-117.2169816 32.872375,-117.2170116 32.8723748))","osm","California","06073"
"ODU0NFZRQ00rOi0yMTEzMzU3Mzcy","8544VQCM+27-0-1-0-0","8544VQCM+","32.870039","-117.216771","63.08356063031049","4.05","model","4.05","POLYGON((-117.21675 32.870003,-117.216723 32.870071,-117.216803 32.870094,-117.21683 32.870026,-117.21675 32.870003))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRQ00rOjE4MDcwODUyMTE","8544VQCM+48-1-1-1-2","8544VQCM+","32.870347","-117.216732","1045.0393920316892","9.31","model","9.31","POLYGON((-117.2169149 32.870481,-117.2168988 32.8701341,-117.2166574 32.8701476,-117.2166788 32.8703459,-117.2165233 32.8703549,-117.216534 32.8704855,-117.2169149 32.870481))","osm","California","06073"
"ODU0NFZRQ1ArOjQ2NzE1Njg0MQ","8544VQCP+HP-6-4-7-5","8544VQCP+","32.871397","-117.213172","13678.074633194316","9.31","model","9.31","POLYGON((-117.2137628 32.8705683,-117.2129564 32.8705681,-117.2128693 32.8705113,-117.2127352 32.8705161,-117.2127467 32.8708194,-117.2128292 32.8708338,-117.2129564 32.8708386,-117.2129615 32.871039,-117.2128384 32.8710412,-117.2128367 32.8710509,-117.2127438 32.8710654,-117.2127836 32.8717412,-117.2127836 32.8717702,-117.2127969 32.8717992,-117.2128354 32.8718282,-117.213089 32.8719698,-117.2131687 32.871875,-117.2132072 32.871894,-117.2132311 32.8718683,-117.2132656 32.8718873,-117.2131554 32.8720256,-117.2134974 32.8722201,-117.2135491 32.8721468,-117.213543 32.8717902,-117.2137051 32.8717872,-117.2137041 32.8715316,-117.2135412 32.8715319,-117.2135419 32.8714181,-117.2137593 32.8714181,-117.2137628 32.8705683))","osm","California","06073"
"ODU0NFZRQ1ArOi05NjU1NDY0MDQ","8544VQCP+32-2-2-2-2","8544VQCP+","32.870169","-117.214916","1031.0954012422917","9.31","model","9.31","POLYGON((-117.2151279 32.8700914,-117.2151068 32.8700347,-117.2149241 32.8699982,-117.2149218 32.8700063,-117.2149017 32.8700679,-117.2148981 32.870067,-117.2148208 32.8700462,-117.2147356 32.8702695,-117.2147929 32.870285,-117.2148054 32.8702889,-117.2147822 32.8703411,-117.2149 32.870378,-117.2149785 32.870404,-117.2151279 32.8700914))","osm","California","06073"
"ODU0NFZRRjIrOi04NDUxNDM2NjA","8544VQF2+2F-2-1-1-1","8544VQF2+","32.872604","-117.248825","490.2440795451778","6.56","model","6.56","POLYGON((-117.248815 32.872402,-117.248732 32.872579,-117.248758 32.872587,-117.248686 32.87274,-117.248949 32.872827,-117.248988 32.872744,-117.248802 32.872683,-117.248827 32.872629,-117.248804 32.872621,-117.248894 32.872428,-117.248815 32.872402))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjIrOjM1OTA4MjMzOA","8544VQF2+49-1-0-1-1","8544VQF2+","32.872832","-117.249105","207.68215794203488","5.73","model","5.73","POLYGON((-117.249046 32.872835,-117.249101 32.872833,-117.249104 32.87291,-117.2492 32.872908,-117.249194 32.872748,-117.249042 32.872752,-117.249046 32.872835))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOi0xNjQ5NDUxMw","8544VQF3+4H-0-1-1-1","8544VQF3+","32.872776","-117.246063","340.10589810774906","6.05","model","6.05","POLYGON((-117.245944 32.87284,-117.24607 32.872855,-117.246086 32.872762,-117.246203 32.872776,-117.246217 32.872693,-117.245974 32.872663,-117.245944 32.87284))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOi02ODEzOTg2OTk","8544VQF3+HP-1-2-1-1","8544VQF3+","32.873922","-117.2457","445.73909404336325","6.56","model","6.56","POLYGON((-117.2457 32.87379,-117.245485 32.874001,-117.245591 32.874077,-117.24571 32.873961,-117.245766 32.874002,-117.245826 32.873943,-117.245742 32.873883,-117.245779 32.873847,-117.2457 32.87379))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOjEzNzIyODk2MjU","8544VQF3+5X-0-1-1-0","8544VQF3+","32.872929","-117.245005","136.49795243501137","5.17","model","5.17","POLYGON((-117.244943 32.87296,-117.245045 32.872994,-117.245097 32.872882,-117.244995 32.872849,-117.244943 32.87296))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOi02NDQxNTI2NzE","8544VQF3+QF-1-1-1-1","8544VQF3+","32.874432","-117.24632","520.7599732498381","7.23","model","7.23","POLYGON((-117.246419 32.874507,-117.246432 32.874301,-117.246151 32.874288,-117.246141 32.874454,-117.246339 32.874463,-117.246336 32.874503,-117.246419 32.874507))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOjEwNjE5NDIzNDM","8544VQF3+QQ-1-1-1-1","8544VQF3+","32.874436","-117.245618","369.9640749247326","6.07","model","6.07","POLYGON((-117.245721 32.874357,-117.245449 32.87435,-117.245445 32.874464,-117.245638 32.874469,-117.245636 32.874526,-117.245715 32.874528,-117.245721 32.874357))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOi0xOTAyNzQwNTcz","8544VQF3+FR-1-1-0-1","8544VQF3+","32.873741","-117.245406","328.0551441806538","6.05","model","6.05","POLYGON((-117.245343 32.873752,-117.245323 32.873853,-117.245453 32.873871,-117.24548 32.873738,-117.245521 32.873743,-117.245536 32.873667,-117.245427 32.873651,-117.245418 32.873694,-117.245315 32.873679,-117.245302 32.873746,-117.245343 32.873752))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOi00Mjk4ODk0MTY","8544VQF3+2M-0-1-1-1","8544VQF3+","32.872514","-117.245828","297.1536864890781","5.74","model","5.74","POLYGON((-117.245928 32.872481,-117.245719 32.872435,-117.245679 32.872563,-117.245887 32.872609,-117.245928 32.872481))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOi0xNTk3ODk4Ng","8544VQF3+HW-0-0-0-1","8544VQF3+","32.873928","-117.245205","71.03224122018808","4.16","model","4.16","POLYGON((-117.245184 32.873889,-117.245156 32.873966,-117.245237 32.873987,-117.245265 32.87391,-117.245184 32.873889))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOi02ODc0OTU5MDk","8544VQF3+JG-1-1-0-0","8544VQF3+","32.874086","-117.246178","68.80488014949853","4.16","model","4.16","POLYGON((-117.246193 32.874046,-117.246114 32.874082,-117.246155 32.874147,-117.246234 32.874111,-117.246193 32.874046))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOjY2OTgwNDE5Nw","8544VQF3+9R-2-1-1-1","8544VQF3+","32.873445","-117.24548","490.70274509416436","6.56","model","6.56","POLYGON((-117.245462 32.873634,-117.245573 32.873642,-117.245599 32.873405,-117.245587 32.873404,-117.245598 32.873305,-117.24551 32.873299,-117.245503 32.873363,-117.245348 32.873351,-117.245337 32.873446,-117.245388 32.87345,-117.245391 32.873425,-117.245484 32.873432,-117.245462 32.873634))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOjE1NDkxNjgxNw","8544VQF3+2X-1-1-1-1","8544VQF3+","32.872545","-117.245113","242.3823861778277","5.73","model","5.73","POLYGON((-117.245132 32.87249,-117.245112 32.872548,-117.24501 32.872524,-117.244984 32.872601,-117.245188 32.872649,-117.245233 32.872514,-117.245132 32.87249))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOi0xMzgwMjAzMjk2","8544VQF3+JV-1-1-0-1","8544VQF3+","32.874088","-117.245265","302.831024889847","5.74","model","5.74","POLYGON((-117.245144 32.874111,-117.245424 32.874155,-117.245446 32.874054,-117.245166 32.874011,-117.245144 32.874111))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOi05NzEyNTM4NzA","8544VQF3+6C-0-1-1-1","8544VQF3+","32.873047","-117.24643","186.93899430605657","5.73","model","5.73","POLYGON((-117.246515 32.873023,-117.246339 32.872962,-117.246292 32.873056,-117.246426 32.873103,-117.246441 32.873072,-117.246483 32.873087,-117.246515 32.873023))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOi0zMzA2NDQxMTM","8544VQF3+XQ-2-2-0-1","8544VQF3+","32.874995","-117.245508","580.8491291540704","7.23","model","7.23","POLYGON((-117.2454 32.874914,-117.245314 32.87507,-117.245599 32.875181,-117.245678 32.875039,-117.245585 32.875002,-117.245606 32.874963,-117.2455 32.874922,-117.245486 32.874948,-117.2454 32.874914))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOi0xOTY1ODM2NjU","8544VQF3+4X-0-1-1-1","8544VQF3+","32.872775","-117.245063","172.54559342621772","5.71","model","5.71","POLYGON((-117.245075 32.872798,-117.245132 32.872809,-117.245163 32.872697,-117.245059 32.872676,-117.245032 32.872774,-117.24499 32.872766,-117.244975 32.872819,-117.245064 32.872836,-117.245075 32.872798))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOi0xMTY2ODY0Mjgx","8544VQF3+4M-0-1-1-1","8544VQF3+","32.872768","-117.245803","260.35099982490425","5.73","model","5.73","POLYGON((-117.245833 32.872752,-117.245891 32.872679,-117.245807 32.872632,-117.245661 32.872816,-117.245743 32.872862,-117.245781 32.872814,-117.245815 32.872832,-117.245864 32.87277,-117.245833 32.872752))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOjE1NTY4NzQwOTU","8544VQF3+48-2-1-0-2","8544VQF3+","32.872869","-117.246707","519.2387457840883","7.23","model","7.23","POLYGON((-117.246525 32.872863,-117.246692 32.872921,-117.246654 32.872997,-117.246806 32.87305,-117.246879 32.872903,-117.24681 32.872879,-117.246826 32.872846,-117.246761 32.872823,-117.246778 32.872789,-117.246701 32.872762,-117.246673 32.87282,-117.246565 32.872782,-117.246525 32.872863))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOi0xMzQ2NTg1NDI0","8544VQF3+6Q-1-1-1-1","8544VQF3+","32.873071","-117.245537","310.15104246423897","5.74","model","5.74","POLYGON((-117.245408 32.873037,-117.245376 32.873172,-117.245528 32.873198,-117.245553 32.873093,-117.24564 32.873108,-117.245653 32.873056,-117.245607 32.873048,-117.245621 32.872988,-117.245567 32.872978,-117.245547 32.873061,-117.245408 32.873037))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOjU4OTY3NjcyMg","8544VQF3+RJ-1-1-0-2","8544VQF3+","32.874621","-117.245975","450.10154406578016","6.56","model","6.56","POLYGON((-117.245812 32.874553,-117.24579 32.874603,-117.245789 32.874651,-117.245844 32.874669,-117.245971 32.874671,-117.246056 32.874697,-117.246095 32.874719,-117.246122 32.874727,-117.246174 32.87461,-117.246175 32.874589,-117.246049 32.874548,-117.246033 32.874583,-117.245999 32.874583,-117.24591 32.874555,-117.245812 32.874553))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOi05MDk5OTA5MDk","8544VQF3+JJ-1-1-1-1","8544VQF3+","32.874081","-117.245896","328.23098321935817","6.05","model","6.05","POLYGON((-117.245858 32.874066,-117.246055 32.874133,-117.246095 32.87405,-117.245837 32.873962,-117.245752 32.874136,-117.245814 32.874157,-117.245858 32.874066))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOjIxMjkyMTg2NDU","8544VQF3+MF-1-1-1-1","8544VQF3+","32.874142","-117.246334","323.61484374921736","6.05","model","6.05","POLYGON((-117.246453 32.874229,-117.246349 32.874039,-117.24633 32.874046,-117.246307 32.874003,-117.246226 32.874034,-117.246315 32.874198,-117.246268 32.874216,-117.246305 32.874285,-117.246453 32.874229))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOjEzODE1OTAxMjI","8544VQF3+36-1-2-0-2","8544VQF3+","32.872715","-117.246935","510.7833361584608","7.23","model","7.23","POLYGON((-117.246778 32.872626,-117.246703 32.872701,-117.246943 32.872868,-117.247055 32.872755,-117.247091 32.87278,-117.247143 32.872727,-117.247008 32.872632,-117.246917 32.872723,-117.246778 32.872626))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOjMzMDEyMTE3","8544VQF3+69-2-1-0-1","8544VQF3+","32.87312","-117.246575","388.7189757410173","6.07","model","6.07","POLYGON((-117.246539 32.87302,-117.246511 32.87309,-117.246586 32.873111,-117.246567 32.873157,-117.246437 32.87312,-117.246408 32.873193,-117.246627 32.873255,-117.246676 32.873134,-117.246706 32.873142,-117.246733 32.873075,-117.246539 32.87302))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOjM4MTk0NTEyMQ","8544VQF3+34-1-1-1-2","8544VQF3+","32.872636","-117.247235","402.7300025852701","6.07","model","6.07","POLYGON((-117.247401 32.87265,-117.247372 32.872631,-117.247404 32.872597,-117.247349 32.87256,-117.247284 32.872628,-117.24718 32.872558,-117.247138 32.872601,-117.247078 32.87256,-117.247026 32.872614,-117.247092 32.87266,-117.247127 32.872623,-117.24722 32.872686,-117.24718 32.872728,-117.247268 32.872788,-117.247401 32.87265))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOjg2MTMyNDkzNg","8544VQF3+3Q-1-0-1-1","8544VQF3+","32.872702","-117.245596","152.49504457204932","5.63","model","5.63","POLYGON((-117.245593 32.872624,-117.245525 32.872798,-117.245601 32.872819,-117.245669 32.872645,-117.245593 32.872624))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOjEwMDgyMzI4NDQ","8544VQF3+7G-1-2-1-1","8544VQF3+","32.873184","-117.246145","399.4076573763924","6.07","model","6.07","POLYGON((-117.246087 32.873195,-117.246132 32.87323,-117.246196 32.873171,-117.24626 32.873222,-117.246331 32.873157,-117.246271 32.873111,-117.246233 32.873145,-117.246117 32.873055,-117.245907 32.873245,-117.245974 32.873297,-117.246087 32.873195))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjMrOjI2NjI2MTA0NQ","8544VQF3+RV-1-1-0-1","8544VQF3+","32.874609","-117.245329","402.03936623237655","6.07","model","6.07","POLYGON((-117.245417 32.874586,-117.245189 32.874538,-117.245158 32.874639,-117.245216 32.874652,-117.24521 32.874671,-117.245438 32.87472,-117.245489 32.87455,-117.245431 32.874538,-117.245417 32.874586))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjQrOi0yMjkwOTUwMzA","8544VQF4+H7-1-1-1-1","8544VQF4+","32.8739","-117.244289","324.6304437886733","6.05","model","6.05","POLYGON((-117.244272 32.873806,-117.244303 32.873874,-117.244188 32.873912,-117.24421 32.873959,-117.244161 32.873975,-117.244199 32.874056,-117.24429 32.874026,-117.244258 32.873959,-117.244447 32.873897,-117.244413 32.873825,-117.244385 32.873834,-117.244359 32.873777,-117.244272 32.873806))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjQrOi03OTM2OTg0Nzg","8544VQF4+64-1-0-0-1","8544VQF4+","32.873114","-117.24473","254.37585105878583","5.73","model","5.73","POLYGON((-117.244747 32.873106,-117.244796 32.873106,-117.244796 32.873027,-117.244637 32.873027,-117.244637 32.873214,-117.244747 32.873214,-117.244747 32.873106))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjQrOjEyMjA5OTk4ODE","8544VQF4+27-0-1-1-0","8544VQF4+","32.87254","-117.244282","160.8632318696281","5.71","model","5.71","POLYGON((-117.244264 32.872539,-117.244222 32.872539,-117.244222 32.872602,-117.244369 32.872602,-117.244369 32.87248,-117.244264 32.87248,-117.244264 32.872539))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjQrOi0xNTExOTczMA","8544VQF4+X2-1-2-2-3","8544VQF4+","32.874885","-117.244917","773.457223681639","9.31","model","9.31","POLYGON((-117.244778 32.874731,-117.24468 32.874914,-117.244757 32.874943,-117.244788 32.874885,-117.244868 32.874915,-117.24483 32.874987,-117.244933 32.875025,-117.244972 32.874952,-117.245197 32.875036,-117.245266 32.874907,-117.245084 32.874839,-117.24506 32.874883,-117.244964 32.874847,-117.244951 32.87487,-117.244829 32.874824,-117.244862 32.874762,-117.244778 32.874731))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjQrOi0yNzYwOTkyNTQ","8544VQF4+87-1-1-0-0","8544VQF4+","32.873349","-117.244287","168.25122550754475","5.71","model","5.71","POLYGON((-117.244364 32.873305,-117.244254 32.873305,-117.244254 32.873345,-117.244205 32.873345,-117.244205 32.873419,-117.244364 32.873419,-117.244364 32.873305))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjQrOi01NjcxNzI0Njk","8544VQF4+F7-1-1-1-1","8544VQF4+","32.87369","-117.244277","265.30742749841","5.73","model","5.73","POLYGON((-117.244385 32.873759,-117.244378 32.873613,-117.244306 32.873615,-117.244307 32.873649,-117.244208 32.873653,-117.244211 32.873698,-117.244154 32.8737,-117.244158 32.873767,-117.244385 32.873759))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjQrOi0yMTc0ODc3NTE","8544VQF4+84-0-0-1-0","8544VQF4+","32.873279","-117.244669","49.45754517805294","3.97","model","3.97","POLYGON((-117.24464 32.873305,-117.244712 32.873305,-117.244712 32.873239,-117.24464 32.873239,-117.24464 32.873305))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjQrOi0yNzYwNDExMTM","8544VQF4+57-0-1-1-0","8544VQF4+","32.872881","-117.244255","203.1390292364925","5.73","model","5.73","POLYGON((-117.244181 32.872935,-117.244369 32.872935,-117.244369 32.872804,-117.244251 32.872804,-117.244251 32.872877,-117.244181 32.872877,-117.244181 32.872935))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjQrOjg2NDU4NzE1NQ","8544VQF4+54-0-0-1-1","8544VQF4+","32.872899","-117.244743","302.3667416196747","5.74","model","5.74","POLYGON((-117.244643 32.872969,-117.244847 32.872969,-117.244847 32.87289,-117.24479 32.87289,-117.24479 32.872802,-117.244643 32.872802,-117.244643 32.872969))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZRRjQrOi0yMDc3MDM1NjIw","8544VQF4+C7-0-1-1-0","8544VQF4+","32.873515","-117.244293","163.484193962107","5.71","model","5.71","POLYGON((-117.24424 32.873467,-117.24424 32.873586,-117.244372 32.873586,-117.244372 32.873467,-117.24424 32.873467))","msfp-usbuildings-v1-1","California","06073"
