"hash","ubid","grid","lat","lon","area","height","height_source","height_predict","fp","fp_source","state","county"
"ODU0NFZROTIrOjM2NDY1NzE1NQ","8544VQ92+WX-1-0-1-1","8544VQ92+","32.869765","-117.247603","282.05709768618806","5.73","model","5.73","POLYGON((-117.2476753 32.8696684,-117.2475637 32.869654,-117.2475036 32.8699135,-117.247598 32.8699207,-117.2476753 32.8696684))","osm","California","06073"
"ODU0NFZROTMrOi01OTAwOTM3NjQ","8544VQ93+V6-1-1-1-1","8544VQ93+","32.869691","-117.246968","368.39669780669334","6.07","model","6.07","POLYGON((-117.2471002 32.8697116,-117.2468256 32.8695602,-117.2467655 32.8696828,-117.2470487 32.8697909,-117.2471002 32.8697116))","osm","California","06073"
"ODU0NFZROTMrOi03MjAxMDI0NzE","8544VQ93+Q2-1-0-1-0","8544VQ93+","32.869428","-117.247456","206.28453114705522","5.73","model","5.73","POLYGON((-117.247495 32.8693368,-117.2473921 32.869344,-117.2474092 32.8695602,-117.2474865 32.8695602,-117.247495 32.8693368))","osm","California","06073"
"ODU0NFZROTMrOjkyNzE4OTA2OQ","8544VQ93+X7-1-1-1-2","8544VQ93+","32.869914","-117.24686","368.2511841084583","6.07","model","6.07","POLYGON((-117.2470058 32.8699135,-117.2466882 32.8698198,-117.2466282 32.8699135,-117.2469715 32.8700072,-117.2470058 32.8699135))","osm","California","06073"
"ODU0NFZROTQrOjU3MjkzMTQ5OA","8544VQ94+JJ-1-5-2-3","8544VQ94+","32.86903","-117.24338","3797.09200913241","9.31","model","9.31","POLYGON((-117.2438501 32.8689819,-117.2438421 32.8688287,-117.2436838 32.8688287,-117.2436758 32.8688107,-117.2427719 32.8688174,-117.2427692 32.8689458,-117.2427531 32.8689999,-117.2427558 32.8690314,-117.2429382 32.8690382,-117.2429382 32.8690022,-117.2429596 32.8690022,-117.2429596 32.8690607,-117.2429328 32.8690697,-117.2429328 32.8691711,-117.2429516 32.8691801,-117.2432707 32.8692319,-117.2435121 32.8692027,-117.2434961 32.8691644,-117.243606 32.8691554,-117.2436168 32.8691756,-117.2438126 32.8691058,-117.243767 32.869036,-117.243767 32.8690179,-117.2437884 32.8690179,-117.2437884 32.8689977,-117.2438206 32.8689977,-117.2438206 32.8689796,-117.2438501 32.8689819))","osm","California","06073"
"ODU0NFZROTUrOi01MjkwOTQ1NzM","8544VQ95+G3-1-1-1-0","8544VQ95+","32.868817","-117.242266","240.65962974465893","5.73","model","5.73","POLYGON((-117.242231 32.868738,-117.242194 32.868918,-117.242319 32.868936,-117.242356 32.868757,-117.242231 32.868738))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi0xOTA3ODE1OTcx","8544VQ95+9F-1-1-1-1","8544VQ95+","32.868448","-117.24132","407.95346258442305","6.56","model","6.56","POLYGON((-117.241324 32.868493,-117.241407 32.868526,-117.241486 32.868385,-117.24126 32.868296,-117.241167 32.868462,-117.241263 32.8685,-117.241303 32.868429,-117.24135 32.868447,-117.241324 32.868493))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi05MjA0ODkzOTY","8544VQ95+J4-1-1-1-1","8544VQ95+","32.869049","-117.242184","326.06374472667017","6.05","model","6.05","POLYGON((-117.24205 32.869132,-117.242228 32.869155,-117.242246 32.869059,-117.242312 32.869067,-117.242323 32.869006,-117.242228 32.868993,-117.242236 32.868949,-117.242156 32.868938,-117.242133 32.869059,-117.242065 32.86905,-117.24205 32.869132))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjI1ODUzNDI3Nw","8544VQ95+PF-1-1-0-1","8544VQ95+","32.869368","-117.241313","291.5178545731391","5.73","model","5.73","POLYGON((-117.2412 32.869426,-117.241282 32.869455,-117.241321 32.869379,-117.241434 32.86942,-117.241485 32.869319,-117.241331 32.869263,-117.241303 32.869319,-117.241262 32.869304,-117.2412 32.869426))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi0xMjgwNTA2Mjg4","8544VQ95+7V-1-1-1-0","8544VQ95+","32.86817","-117.240251","324.68782170318275","6.05","model","6.05","POLYGON((-117.240177 32.868083,-117.240237 32.868322,-117.240362 32.8683,-117.240302 32.868061,-117.240177 32.868083))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi0xMTgzNjgwMzk4","8544VQ95+WV-1-1-1-1","8544VQ95+","32.869803","-117.240298","322.36094700939196","6.05","model","6.05","POLYGON((-117.240394 32.869846,-117.240353 32.869698,-117.240154 32.869738,-117.240195 32.869885,-117.240394 32.869846))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi0xNzk1MTc0NjM0","8544VQ95+W5-0-0-1-1","8544VQ95+","32.869771","-117.242111","64.56691778829592","4.05","model","4.05","POLYGON((-117.242063 32.869766,-117.242121 32.869823,-117.242184 32.869779,-117.242126 32.869721,-117.242063 32.869766))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjMzMDYzMjQ3Mw","8544VQ95+8P-1-1-0-1","8544VQ95+","32.868329","-117.240645","294.35219853558834","5.74","model","5.74","POLYGON((-117.240522 32.868298,-117.240604 32.86845,-117.240788 32.868379,-117.240746 32.868302,-117.240686 32.868325,-117.240647 32.868251,-117.240522 32.868298))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjY3NjE0ODY5","8544VQ95+C9-1-1-1-1","8544VQ95+","32.86855","-117.241569","354.4386314373853","6.05","model","6.05","POLYGON((-117.241623 32.868481,-117.241482 32.868431,-117.241399 32.868594,-117.241535 32.868643,-117.241554 32.868605,-117.241634 32.868634,-117.241674 32.868554,-117.2416 32.868527,-117.241623 32.868481))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi04MDQ2MjQzMTI","8544VQ95+C3-1-1-0-1","8544VQ95+","32.86859","-117.242259","283.14160830073655","5.73","model","5.73","POLYGON((-117.242178 32.868507,-117.242164 32.868586,-117.242259 32.868598,-117.242239 32.868715,-117.242365 32.86873,-117.24239 32.868582,-117.242275 32.868568,-117.242283 32.86852,-117.242178 32.868507))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi0zNzA1OTIxNDM","8544VQ95+FJ-1-1-1-1","8544VQ95+","32.868725","-117.240952","447.83129132628045","6.56","model","6.56","POLYGON((-117.240944 32.868868,-117.241066 32.868775,-117.240957 32.868674,-117.241025 32.868622,-117.24096 32.868563,-117.240771 32.868707,-117.240944 32.868868))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi02MzgyMTUzNzE","8544VQ95+8H-1-1-1-1","8544VQ95+","32.868314","-117.241119","180.02743236471883","5.71","model","5.71","POLYGON((-117.2412 32.868352,-117.241076 32.868209,-117.240997 32.868257,-117.24112 32.8684,-117.2412 32.868352))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjE2NzE0Mzk1OTA","8544VQ95+HC-1-1-1-1","8544VQ95+","32.868909","-117.241444","325.49693875339835","6.05","model","6.05","POLYGON((-117.241466 32.86884,-117.241365 32.868818,-117.24131 32.868995,-117.241511 32.869039,-117.241546 32.868925,-117.241447 32.868903,-117.241466 32.86884))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi02NDMwNTUxODI","8544VQ95+HM-2-2-1-1","8544VQ95+","32.868975","-117.240779","437.4268274858198","6.56","model","6.56","POLYGON((-117.240837 32.868921,-117.240769 32.86886,-117.240586 32.869005,-117.24074 32.869142,-117.240886 32.869026,-117.2408 32.86895,-117.240837 32.868921))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjk2MTgxNzM0OA","8544VQ95+9V-1-0-1-2","8544VQ95+","32.868431","-117.240362","347.25205937096797","6.05","model","6.05","POLYGON((-117.240279 32.868452,-117.240314 32.868559,-117.240511 32.868512,-117.24047 32.868389,-117.24041 32.868403,-117.240384 32.868325,-117.24029 32.868347,-117.240321 32.868442,-117.240279 32.868452))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjEwNzcwMDE2NjA","8544VQ95+6H-1-1-1-0","8544VQ95+","32.868089","-117.24101","318.6930465789275","6.05","model","6.05","POLYGON((-117.2411 32.868151,-117.241011 32.867954,-117.240875 32.867997,-117.240964 32.868194,-117.2411 32.868151))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjExMTYzMTU5MDY","8544VQ95+Q9-1-1-1-1","8544VQ95+","32.869458","-117.241572","461.90969299113505","6.56","model","6.56","POLYGON((-117.24159 32.869446,-117.241527 32.869437,-117.241519 32.869477,-117.241447 32.869467,-117.24143 32.869553,-117.241694 32.86959,-117.241738 32.869364,-117.24161 32.869346,-117.24159 32.869446))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjU0ODA0NDQ5MA","8544VQ95+VW-0-1-1-1","8544VQ95+","32.86963","-117.240134","317.67268803840693","6.05","model","6.05","POLYGON((-117.240055 32.869637,-117.240097 32.869629,-117.240119 32.869714,-117.240306 32.86968,-117.240269 32.869537,-117.24004 32.869579,-117.240055 32.869637))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi0xNTE0NjEwMjMz","8544VQ95+CM-1-1-1-1","8544VQ95+","32.868515","-117.240787","294.8563735878152","5.74","model","5.74","POLYGON((-117.24066 32.868493,-117.240791 32.868643,-117.240941 32.868551,-117.240878 32.868478,-117.240825 32.868511,-117.240757 32.868433,-117.24066 32.868493))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi03MjE5MDU0MTQ","8544VQ95+H8-1-1-0-1","8544VQ95+","32.868964","-117.241735","413.8210772807836","6.56","model","6.56","POLYGON((-117.241837 32.868906,-117.241616 32.868876,-117.241583 32.869052,-117.241804 32.869081,-117.241837 32.868906))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjEzNzUzNjgzODM","8544VQ95+79-1-1-0-1","8544VQ95+","32.868216","-117.241602","333.66479851897816","6.05","model","6.05","POLYGON((-117.241599 32.868157,-117.241497 32.868144,-117.24147 32.868299,-117.241718 32.868329,-117.241737 32.868223,-117.241591 32.868204,-117.241599 32.868157))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi0xMjYzNTQ3MDYy","8544VQ95+73-1-0-1-1","8544VQ95+","32.868179","-117.242347","345.4889108645879","6.05","model","6.05","POLYGON((-117.242326 32.868172,-117.242306 32.868279,-117.242442 32.868297,-117.242479 32.868099,-117.242283 32.868073,-117.242266 32.868164,-117.242326 32.868172))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi0xODM5Mzc4OTM2","8544VQ95+FR-0-1-1-1","8544VQ95+","32.86863","-117.24045","285.28572836196605","5.73","model","5.73","POLYGON((-117.240337 32.868579,-117.240365 32.86866,-117.24047 32.868635,-117.240501 32.868725,-117.240599 32.868701,-117.24054 32.86853,-117.240337 32.868579))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi0xNjc4ODU2ODY1","8544VQ95+Q4-1-2-0-1","8544VQ95+","32.869491","-117.242144","394.0899420531818","6.07","model","6.07","POLYGON((-117.242098 32.869391,-117.242082 32.869499,-117.241963 32.869487,-117.241951 32.869567,-117.242234 32.869596,-117.24224 32.869552,-117.242191 32.869547,-117.242201 32.869478,-117.242256 32.869484,-117.242267 32.869409,-117.242098 32.869391))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi0xNjQ4MjU4NTMx","8544VQ95+V6-1-0-1-1","8544VQ95+","32.869656","-117.241988","220.7153360873045","5.73","model","5.73","POLYGON((-117.241945 32.869587,-117.24192 32.869745,-117.242052 32.869759,-117.242077 32.869601,-117.241945 32.869587))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjM2MzQyODA5MQ","8544VQ95+93-1-1-1-1","8544VQ95+","32.868383","-117.242275","324.9940704631567","6.05","model","6.05","POLYGON((-117.242222 32.868292,-117.242213 32.868373,-117.242274 32.868378,-117.242266 32.868445,-117.242187 32.868438,-117.242181 32.868487,-117.242397 32.868503,-117.242413 32.868356,-117.242322 32.868349,-117.242327 32.8683,-117.242222 32.868292))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi0xNzg4Mjg4MTU1","8544VQ95+87-1-1-1-1","8544VQ95+","32.868284","-117.241856","368.7613652033686","6.07","model","6.07","POLYGON((-117.241766 32.868199,-117.241732 32.868383,-117.241962 32.868414,-117.241988 32.868278,-117.241892 32.868266,-117.241885 32.868306,-117.241848 32.868301,-117.241865 32.868212,-117.241766 32.868199))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjE3OTE2Njc3OTc","8544VQ95+6Q-1-1-1-1","8544VQ95+","32.868077","-117.240588","322.5960703482647","6.05","model","6.05","POLYGON((-117.240666 32.868181,-117.240652 32.868083,-117.240594 32.868089,-117.240588 32.868044,-117.240637 32.86804,-117.240629 32.867979,-117.240543 32.867987,-117.240549 32.86803,-117.240459 32.868039,-117.24048 32.868199,-117.240666 32.868181))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjEzNjk4NTg5NTg","8544VQ95+C7-1-1-1-1","8544VQ95+","32.86854","-117.241831","252.61424155993143","5.73","model","5.73","POLYGON((-117.241837 32.86847,-117.24183 32.868517,-117.241769 32.86851,-117.241747 32.868659,-117.241884 32.868673,-117.241913 32.868478,-117.241837 32.86847))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjI2Mjk3MDMw","8544VQ95+MJ-0-1-1-1","8544VQ95+","32.86915","-117.240887","300.6934113918177","5.74","model","5.74","POLYGON((-117.240773 32.869182,-117.240855 32.869218,-117.240887 32.869168,-117.241006 32.869221,-117.241076 32.869111,-117.240922 32.869041,-117.240869 32.869124,-117.240824 32.869103,-117.240773 32.869182))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjE1NTQ2NTIyMzU","8544VQ95+GP-1-2-0-1","8544VQ95+","32.868823","-117.240647","323.81626842407553","6.05","model","6.05","POLYGON((-117.240787 32.868842,-117.240741 32.868784,-117.240696 32.86881,-117.24067 32.868778,-117.240578 32.868829,-117.240525 32.868762,-117.240457 32.8688,-117.240582 32.868957,-117.240787 32.868842))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi00NzgxMDA2Mzk","8544VQ95+PH-0-1-1-2","8544VQ95+","32.869268","-117.24111","378.2498195599759","6.07","model","6.07","POLYGON((-117.241223 32.869319,-117.241289 32.869203,-117.241106 32.869129,-117.241051 32.869226,-117.241016 32.869212,-117.240961 32.869308,-117.241048 32.869343,-117.241072 32.869301,-117.241101 32.869312,-117.241121 32.869277,-117.241223 32.869319))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjE1MjUxODIyODI","8544VQ95+6F-1-1-1-1","8544VQ95+","32.868082","-117.241361","290.1793703559434","5.73","model","5.73","POLYGON((-117.241485 32.86814,-117.241365 32.868064,-117.241408 32.868016,-117.241309 32.867953,-117.241226 32.868045,-117.24128 32.868079,-117.241261 32.868099,-117.241427 32.868204,-117.241485 32.86814))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi0xODU0Njc2MzY1","8544VQ95+HG-1-1-1-1","8544VQ95+","32.868875","-117.241203","354.72860188498436","6.05","model","6.05","POLYGON((-117.241323 32.868848,-117.241242 32.868821,-117.241219 32.868869,-117.241057 32.868815,-117.241007 32.86892,-117.24125 32.869001,-117.241323 32.868848))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOjgwMTM5NTgzMg","8544VQ95+P4-1-2-1-1","8544VQ95+","32.869265","-117.242179","424.4516331621735","6.56","model","6.56","POLYGON((-117.242305 32.869195,-117.242134 32.869171,-117.242115 32.869269,-117.242007 32.869254,-117.241988 32.869353,-117.242224 32.869385,-117.242245 32.869279,-117.242288 32.869285,-117.242305 32.869195))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTUrOi0yNzg2NDk1MjE","8544VQ95+M8-1-1-0-1","8544VQ95+","32.869237","-117.241685","218.33289927070697","5.73","model","5.73","POLYGON((-117.241604 32.869329,-117.241742 32.869343,-117.241755 32.86925,-117.241718 32.869246,-117.241732 32.869151,-117.241695 32.869147,-117.241691 32.869174,-117.241628 32.869167,-117.241604 32.869329))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOi01MDczOTk5NjI","8544VQ96+W8-0-1-1-1","8544VQ96+","32.869772","-117.239161","292.6821906439101","5.73","model","5.73","POLYGON((-117.239268 32.869703,-117.239057 32.86971,-117.239061 32.869797,-117.239096 32.869796,-117.239099 32.869851,-117.239275 32.869845,-117.239268 32.869703))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOi05NzgyNDA1ODA","8544VQ96+F6-1-1-1-0","8544VQ96+","32.868658","-117.239387","224.05888042783113","5.73","model","5.73","POLYGON((-117.239454 32.868602,-117.239267 32.868608,-117.239274 32.868754,-117.239404 32.86875,-117.2394 32.868647,-117.239456 32.868645,-117.239454 32.868602))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOi00NTc5ODcxMTg","8544VQ96+J3-1-1-1-1","8544VQ96+","32.869082","-117.239849","224.86445305506263","5.73","model","5.73","POLYGON((-117.239915 32.86916,-117.239909 32.868994,-117.239856 32.868995,-117.239857 32.869049,-117.239745 32.869052,-117.239749 32.869165,-117.239915 32.86916))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOjUxMDM1OTYwNA","8544VQ96+WW-1-0-0-1","8544VQ96+","32.86984","-117.23774","40.742645980426495","3.87","model","3.87","POLYGON((-117.237701 32.869837,-117.237752 32.869881,-117.237798 32.869844,-117.237748 32.8698,-117.237701 32.869837))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOi0xMTM2ODI3ODUx","8544VQ96+75-1-1-0-1","8544VQ96+","32.868242","-117.239591","293.1036172528176","5.73","model","5.73","POLYGON((-117.239673 32.868152,-117.23949 32.868155,-117.239494 32.86832,-117.239567 32.868318,-117.239566 32.868301,-117.239676 32.868299,-117.239673 32.868152))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOi01MzkzNzkxNzc","8544VQ96+97-1-1-0-1","8544VQ96+","32.868481","-117.23935","260.25937383988656","5.73","model","5.73","POLYGON((-117.239246 32.86843,-117.239262 32.868577,-117.23942 32.868566,-117.23941 32.868474,-117.239437 32.868472,-117.239431 32.868416,-117.239246 32.86843))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOjMxOTg1NTExNA","8544VQ96+W4-0-1-1-1","8544VQ96+","32.869751","-117.239666","321.4451332578878","6.05","model","6.05","POLYGON((-117.239575 32.869701,-117.239604 32.869853,-117.239803 32.869825,-117.239773 32.869674,-117.239575 32.869701))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOjQxNjcxMjY1Nw","8544VQ96+XC-0-2-1-0","8544VQ96+","32.869875","-117.238877","285.697942263734","5.73","model","5.73","POLYGON((-117.23892 32.869802,-117.238728 32.869826,-117.238755 32.869979,-117.238947 32.869955,-117.238937 32.869898,-117.238882 32.869905,-117.238874 32.869859,-117.238929 32.869852,-117.23892 32.869802))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOi0xMzkzMDEwMDk","8544VQ96+P6-1-0-1-1","8544VQ96+","32.869308","-117.239479","298.939025920519","5.74","model","5.74","POLYGON((-117.239412 32.869406,-117.239588 32.869394,-117.239571 32.869213,-117.239485 32.869219,-117.239489 32.869256,-117.239398 32.869262,-117.239412 32.869406))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOjE0ODY2NDA2NjY","8544VQ96+86-0-1-1-0","8544VQ96+","32.868261","-117.239386","309.3249640787069","5.74","model","5.74","POLYGON((-117.239464 32.868155,-117.239276 32.868162,-117.239285 32.868334,-117.239356 32.868331,-117.239354 32.868289,-117.239401 32.868287,-117.239403 32.868321,-117.239472 32.868318,-117.239464 32.868155))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOi0yMDgwMDE2MDEx","8544VQ96+X8-1-1-0-1","8544VQ96+","32.869938","-117.239227","289.03355315556183","5.73","model","5.73","POLYGON((-117.239299 32.869876,-117.239114 32.86988,-117.239119 32.87003,-117.239304 32.870026,-117.239299 32.869876))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOi0xNzg1ODE2MDM2","8544VQ96+F4-0-0-1-1","8544VQ96+","32.868669","-117.23971","262.4654643812156","5.73","model","5.73","POLYGON((-117.239644 32.86873,-117.239819 32.86872,-117.239808 32.868577,-117.239633 32.868586,-117.239644 32.86873))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOi0yODcyOTQ","8544VQ96+VX-0-1-1-1","8544VQ96+","32.86963","-117.237541","254.19050042890908","5.73","model","5.73","POLYGON((-117.2376326 32.8696819,-117.2375924 32.8695526,-117.2375619 32.8695592,-117.2375543 32.8695348,-117.2374273 32.8695626,-117.2374683 32.8696947,-117.2374964 32.8696885,-117.2375031 32.8697102,-117.2376326 32.8696819))","osm","California","06073"
"ODU0NFZROTYrOjYyNjczMzE0MQ","8544VQ96+GX-1-0-0-1","8544VQ96+","32.868869","-117.237613","316.2416457942832","6.05","model","6.05","POLYGON((-117.237742 32.8689312,-117.2377128 32.8687609,-117.2375315 32.8687828,-117.2375397 32.8688304,-117.23757 32.8688466,-117.2375755 32.8688837,-117.2375461 32.8689046,-117.2375545 32.8689539,-117.237742 32.8689312))","osm","California","06073"
"ODU0NFZROTYrOjExMDY3NjYxNDQ","8544VQ96+H6-2-1-1-1","8544VQ96+","32.868977","-117.239443","553.7337343086409","7.23","model","7.23","POLYGON((-117.239325 32.868972,-117.239458 32.86896,-117.239463 32.868994,-117.23933 32.869006,-117.239349 32.869151,-117.239557 32.869132,-117.239551 32.869083,-117.239486 32.869089,-117.239479 32.869038,-117.239537 32.869032,-117.239521 32.868905,-117.23945 32.868912,-117.239443 32.868864,-117.239475 32.868861,-117.239469 32.868814,-117.239306 32.868829,-117.239325 32.868972))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOjE5NDg4NDgxNTM","8544VQ96+9X-1-1-1-1","8544VQ96+","32.868423","-117.237512","316.0537303589696","6.05","model","6.05","POLYGON((-117.2376555 32.8684564,-117.2375774 32.8682974,-117.2374081 32.8683561,-117.2374299 32.8684005,-117.2374641 32.86841,-117.2374803 32.8684448,-117.2374579 32.8684711,-117.2374805 32.8685171,-117.2376555 32.8684564))","osm","California","06073"
"ODU0NFZROTYrOjM4ODQyMzc3OA","8544VQ96+VF-1-1-0-0","8544VQ96+","32.869708","-117.238778","183.92241050356733","5.73","model","5.73","POLYGON((-117.238719 32.869659,-117.238732 32.86979,-117.238866 32.869781,-117.238853 32.86965,-117.238719 32.869659))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOi02MDE5MjI3MQ","8544VQ96+FX-0-1-1-1","8544VQ96+","32.868644","-117.237572","316.3595530733845","6.05","model","6.05","POLYGON((-117.2377066 32.8686974,-117.2376624 32.8685293,-117.2374835 32.8685625,-117.2374959 32.8686095,-117.2375276 32.8686238,-117.2375364 32.8686604,-117.2375089 32.8686831,-117.2375217 32.8687317,-117.2377066 32.8686974))","osm","California","06073"
"ODU0NFZROTYrOjEwNjk1MjYyNDM","8544VQ96+Q2-1-1-0-0","8544VQ96+","32.869484","-117.239891","235.0738696408789","5.73","model","5.73","POLYGON((-117.239978 32.869456,-117.239831 32.869399,-117.239761 32.869526,-117.239909 32.869582,-117.239978 32.869456))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOi0xMjk1ODI0NjUy","8544VQ96+RW-0-1-1-1","8544VQ96+","32.869502","-117.237699","254.23972321400544","5.73","model","5.73","POLYGON((-117.2377844 32.8695338,-117.2377444 32.8694045,-117.2376149 32.8694329,-117.2376216 32.8694546,-117.2375935 32.8694607,-117.2376344 32.8695928,-117.2377614 32.869565,-117.2377538 32.8695406,-117.2377844 32.8695338))","osm","California","06073"
"ODU0NFZROTYrOjExMzk5MDEyNg","8544VQ96+X3-1-2-1-0","8544VQ96+","32.869958","-117.23975","383.3519945981045","6.07","model","6.07","POLYGON((-117.239848 32.870014,-117.239813 32.869844,-117.239602 32.869875,-117.239637 32.870044,-117.239848 32.870014))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTYrOjMxNjg2NjY4Mw","8544VQ96+JW-1-2-1-1","8544VQ96+","32.869078","-117.237653","405.86181731064283","6.56","model","6.56","POLYGON((-117.2377921 32.8691302,-117.2377621 32.868979,-117.2376843 32.8689899,-117.2376871 32.8690043,-117.2376251 32.869013,-117.2376283 32.8690291,-117.237593 32.869034,-117.2375873 32.8690053,-117.2374909 32.8690188,-117.2375217 32.8691743,-117.2376193 32.8691607,-117.2376132 32.8691301,-117.2376523 32.8691246,-117.237654 32.8691334,-117.2376938 32.8691279,-117.237697 32.8691436,-117.2377921 32.8691302))","osm","California","06073"
"ODU0NFZROTYrOi0yNzkxMzQ4NDA","8544VQ96+G3-1-1-1-1","8544VQ96+","32.868824","-117.239778","350.935086316245","6.05","model","6.05","POLYGON((-117.23989 32.86882,-117.239847 32.868821,-117.239845 32.868749,-117.239648 32.868753,-117.23965 32.868816,-117.239669 32.868816,-117.239671 32.868914,-117.239892 32.868909,-117.23989 32.86882))","msfp-usbuildings-v1-1","California","06073"
"ODU0NFZROTcrOjk0NzAwMzk1Mg","8544VQ97+72-0-2-1-1","8544VQ97+","32.868166","-117.237395","406.0084369134493","6.56","model","6.56","POLYGON((-117.2375238 32.8682353,-117.2375213 32.868082,-117.2374424 32.8680829,-117.2374426 32.8680975,-117.2373797 32.8680982,-117.23738 32.8681145,-117.2373443 32.8681149,-117.2373438 32.8680859,-117.237246 32.868087,-117.2372485 32.8682446,-117.2373474 32.8682435,-117.2373469 32.8682125,-117.2373865 32.868212,-117.2373867 32.868221,-117.237427 32.8682205,-117.2374273 32.8682365,-117.2375238 32.8682353))","osm","California","06073"
"ODU0NFZROTcrOi0xMDM4MTkwNjI1","8544VQ97+WJ-1-3-2-2","8544VQ97+","32.869757","-117.235979","782.0357048747455","9.31","model","9.31","POLYGON((-117.236203 32.869698,-117.2361582 32.8696045,-117.2356164 32.8697876,-117.235682 32.8699245,-117.2360048 32.8698154,-117.235984 32.869772,-117.236203 32.869698))","osm","California","06073"
"ODU0NFZROTcrOjE1MDg4MzMxMQ","8544VQ97+F5-0-1-0-0","8544VQ97+","32.868716","-117.237034","124.9391836560593","5.16","model","5.16","POLYGON((-117.2371124 32.8687372,-117.237108 32.8686749,-117.236916 32.8686845,-117.2369204 32.8687468,-117.2371124 32.8687372))","osm","California","06073"
"ODU0NFZROTcrOjU1MTUzNjkyNQ","8544VQ97+8X-2-1-1-1","8544VQ97+","32.868309","-117.235026","512.7942826712574","7.23","model","7.23","POLYGON((-117.2351452 32.8681768,-117.2350167 32.8681402,-117.2349855 32.8682177,-117.2349629 32.8682113,-117.2349098 32.8683427,-117.2349473 32.8683533,-117.2349423 32.8683658,-117.2349538 32.8683691,-117.234911 32.8684751,-117.2350474 32.868514,-117.235093 32.8684008,-117.2350517 32.8683889,-117.2350874 32.8683003,-117.2350637 32.8682936,-117.2350783 32.8682577,-117.235109 32.8682664,-117.2351452 32.8681768))","osm","California","06073"
